Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H29Br2N3O,1870030-41-3,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],631.412,0.00388,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H29Br2N3O,1870030-41-3,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],631.412,0.00339,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H33Br2N3O,1870030-54-8,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],659.466,0.0026,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H33Br2N3O,1870030-54-8,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],659.466,0.00271,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H33Br2N3O,1870030-54-8,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],659.466,0.00374,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H33Br2N3O,1870030-54-8,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],659.466,0.00332,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H33Br2N3O,1870030-54-8,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],659.466,0.00364,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C33H32BrN3O2,1870030-39-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],582.542,0.00066,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C33H32BrN3O2,1870030-39-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],582.542,0.00216,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C33H32BrN3O2,1870030-39-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],582.542,0.0028,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C33H32BrN3O2,1870030-39-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],582.542,0.0016,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C33H32BrN3O2,1870030-39-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],582.542,0.00243,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C35H36BrN3O2,1870030-49-1,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],610.596,0.00094,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C35H36BrN3O2,1870030-49-1,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],610.596,0.00283,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C35H36BrN3O2,1870030-49-1,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],610.596,0.00339,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C35H36BrN3O2,1870030-49-1,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],610.596,0.0025,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C35H36BrN3O2,1870030-49-1,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],610.596,0.00358,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C36H32BrN3O,1956333-78-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],602.576,0.00136,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C36H32BrN3O,1956333-78-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],602.576,0.00258,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C36H32BrN3O,1956333-78-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],602.576,0.00302,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C36H32BrN3O,1956333-78-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],602.576,0.00225,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C36H32BrN3O,1956333-78-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],602.576,0.0034,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H29Br2N3,1870030-45-7,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],603.402,0.00064,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H29Br2N3,1870030-45-7,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],603.402,0.00216,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H29Br2N3,1870030-45-7,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],603.402,0.003,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H29Br2N3,1870030-45-7,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],603.402,0.00239,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H29Br2N3,1870030-45-7,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],603.402,0.00254,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H33Br2N3,1870030-60-6,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],631.456,0.00051,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H33Br2N3,1870030-60-6,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],631.456,0.00238,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H33Br2N3,1870030-60-6,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],631.456,0.00312,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H33Br2N3,1870030-60-6,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],631.456,0.0014,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H33Br2N3,1870030-60-6,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],631.456,0.00248,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O,1870030-37-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],552.516,0.00267,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O,1870030-37-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],552.516,0.00541,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O,1870030-37-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],552.516,0.01403,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O,1870030-37-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],552.516,0.00313,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O,1870030-37-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],552.516,0.00383,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C32H32BrN3,1870030-43-5,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],538.533,0.00057,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C32H32BrN3,1870030-43-5,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],538.533,0.00255,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C32H32BrN3,1870030-43-5,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],538.533,0.00265,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C32H32BrN3,1870030-43-5,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],538.533,0.00282,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C32H32BrN3,1870030-43-5,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],538.533,0.00319,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C38H36BrN3O,1870030-51-5,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],630.63,0.00076,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C38H36BrN3O,1870030-51-5,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],630.63,0.00221,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C38H36BrN3O,1870030-51-5,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],630.63,0.00298,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C38H36BrN3O,1870030-51-5,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],630.63,0.00194,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C38H36BrN3O,1870030-51-5,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],630.63,0.00323,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O,1870030-47-9,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],580.57,0.00125,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(5-(9H-carbazol-9-yl)pentyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O,1870030-47-9,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],580.57,0.00331,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
